CID NO,NAME,DZONGKHAG,GEWOG,HOUSEHOLD ID,GENDER,FamilyID,FATHER CID NUMBER,MOTHER CID NUMBER,SPOUSE CID NUMBER
10303006105,Tshering Tashi,Dumru,Dumru4,482334538,Male,5,10908006991,10807004583,
10504005411,Tenzin,Hoentshoe,Hoentshoe4,450455977,Male,38,10603002847,10804003858,
10301005072,Karma Choden Gyeltshen,Dumru,Dumru2,749621470,Female,32,10102004285,10701002249,
10101000618,Manoj Dipak,Banana,Banana1,119540831,Female,18,10902000130,10806004460,
10801008335,Sita Prakash,Pumpkin,Pumpkin1,249817734,Male,19,10104005761,10908007491,
10102005916,Tshering Tenzin,Banana,Banana2,26855092,Male,33,10802003862,10703008775,10906007886
10706007286,Gita Binita,Mustard,Mustard6,365341213,Female,3,,,10504006723
11003002086,Tenzin Lhaki,Potato,Potato3,361415646,Male,27,10503006965,10805009608,
10104003048,Tashi,Banana,Banana4,110053353,Female,28,10701005280,10905001869,
10902009256,Tenzin,Peas,Peas2,453035110,Male,25,10707005658,10601004471,10802001376
10908008316,Tenzin Choden,Peas,Peas8,790779946,Female,4,10306000500,10605009874,
10602004334,Komal Krishna Sabita,Ladyfinger,Ladyfinger2,28492780,Female,2,,,11003007486
11002002507,Choden,Potato,Potato2,119540831,Male,18,10809002719,11007004890,
10801008408,Tshering Sonam,Pumpkin,Pumpkin1,632719211,Male,50,10504005147,10404006745,10707000256
10904004350,Sabita,Peas,Peas4,869119330,Male,46,10802003618,10709002002,
10305005700,Lhaki Karma,Dumru,Dumru6,795285932,Male,22,11006004728,11002003621,
10702004012,Sita,Mustard,Mustard2,634036506,Male,16,10505008285,10103005620,
10705009837,Binita,Mustard,Mustard5,632719211,Female,50,10710004581,10104009977,
10908000862,Krishna Amit,Peas,Peas8,795285932,Male,22,11009009632,11005009232,
10606003706,Tashi,Ladyfinger,Ladyfinger6,171432881,Male,23,10811001923,10406005039,11004000916
10906003510,Tashi,Peas,Peas6,298362082,Male,24,10210003456,10102009626,
10805009608,Tenzin Deki Choden,Pumpkin,Pumpkin5,361415646,Male,27,,,10503006965
10302007118,Deki Dorji Tshewang,Dumru,Dumru3,542621108,Female,8,10606001715,10302004583,
10102002684,Choden Tashi,Banana,Banana2,726600539,Male,35,10301004649,10104001503,
10802006408,Lhaki Pema,Pumpkin,Pumpkin2,213500298,Male,13,10305009238,10403004339,
10202007552,Pema Gyeltshen,Carrot,Carrot2,790779946,Male,4,10306000500,10605009874,
10306002924,Dorji,Dumru,Dumru7,453778756,Female,36,10403001076,10712009173,10703000449
11003001531,Pema Karma Wangchuk,Potato,Potato3,365341213,Female,3,11001009421,10804007432,
10905007216,Tshering Wangchuk Tenzin,Peas,Peas5,262950628,Male,43,11005008689,10707004444,
11009000803,Sunita Sita,Potato,Potato9,602632297,Female,49,,,10403004758
10711000157,Gyeltshen,Mustard,Mustard11,482334538,Female,5,10407004512,10706002736,
10405007518,Sonam Pema Deki,Garlic,Garlic5,933404114,Female,7,10901002296,10307002174,
10402004922,Choden Deki,Garlic,Garlic2,795285932,Female,22,,,11004002222
10808006381,Ramesh Krishna,Pumpkin,Pumpkin8,585582861,Male,21,10505006965,10404006765,
10505008179,Pema,Hoentshoe,Hoentshoe5,453035110,Male,25,10902009256,10802001376,
10808004911,Lhaki,Pumpkin,Pumpkin8,819795579,Male,17,10808001557,10701009244,
10205005766,Dipak Manoj Komal,Carrot,Carrot4,119540831,Female,18,10902000130,10806004460,
10605000423,Gyeltshen Tenzin Tshering,Ladyfinger,Ladyfinger5,634036506,Male,16,10505008285,10103005620,
11003000697,Nirajan Sunita,Potato,Potato3,295310485,Female,1,10807009662,10908008847,
10210006304,Yonten Tashi,Carrot,Carrot5,542621108,Female,8,10606001715,10302004583,
10904007349,Choden Pema,Peas,Peas4,31994523,Male,9,10803006154,11007009088,
10406002868,Pema,Garlic,Garlic6,865241839,Male,12,10504009617,10904003981,
10804009446,Sonam Kinley Wangchuk,Pumpkin,Pumpkin4,295310485,Male,1,10901005051,10811006785,
10104005221,Dorji,Banana,Banana4,450455977,Female,38,11005000241,10401009032,
10504000972,Deki Karma,Hoentshoe,Hoentshoe4,234760738,Male,47,10305002683,10501002347,10711006732
10710001886,Karma,Mustard,Mustard10,697808098,Female,45,,,10802002711
10203009561,Dorji Choden,Carrot,Carrot3,234760738,Male,47,10604002417,11004000269,
11009000986,Ramesh Sita Manoj,Potato,Potato9,542621108,Male,8,10902002506,10403001970,10703001257
10407000579,Yonten Tshewang,Garlic,Garlic7,814763202,Female,34,10904008013,10407004347,
10708006592,Tshering,Mustard,Mustard8,295310485,Male,1,10807009662,10908008847,
10806006843,Tashi Tshering Gyeltshen,Pumpkin,Pumpkin6,697808098,Female,45,10802002711,10710001886,10404007371
10712004232,Ramesh,Mustard,Mustard12,795285932,Male,22,10601007999,10603004708,
10505000958,Kinley Wangchuk,Hoentshoe,Hoentshoe5,632719211,Female,50,10803007405,10304000430,
10401009275,Tshering Karma,Garlic,Garlic1,171432881,Male,23,10811001923,10406005039,10505008288
10604007483,Tshering Sonam,Ladyfinger,Ladyfinger4,753041955,Male,10,10406005375,10806007007,
10603006102,Choden,Ladyfinger,Ladyfinger3,110053353,Male,28,11001000042,10902008282,10807005553
10908007726,Tshewang,Peas,Peas8,262950628,Female,43,10505000359,10706004511,
11009005747,Tshewang Deki,Potato,Potato9,34126396,Female,48,11001006548,10703008209,
10704000535,Tashi Yonten,Mustard,Mustard4,585582861,Female,21,10505006965,10404006765,
10505003817,Gyeltshen,Hoentshoe,Hoentshoe5,453035110,Male,25,10210007682,10402006461,
10901007635,Tashi,Peas,Peas1,234760738,Female,47,10504000972,10711006732,
10502003545,Tashi Dorji Deki,Hoentshoe,Hoentshoe2,453778756,Male,36,10210005649,10104004478,
10403009954,Ramesh,Garlic,Garlic3,231191390,Female,41,,,10811005661
11002003397,Dorji Gyeltshen,Potato,Potato2,26855092,Female,33,10403005121,10304008452,
10406006658,Tshewang Lhaki Dorji,Garlic,Garlic6,726600539,Female,35,,,10807005411
10908007491,Pema Deki Yonten,Peas,Peas8,249817734,Male,19,,,10104005761
10307000977,Sunita Komal Gita,Dumru,Dumru1,749621470,Female,32,10710004965,10904000317,
10405005364,Tshering,Garlic,Garlic5,634036506,Male,16,10303008280,10604003700,
10705004262,Tshewang Dorji,Mustard,Mustard5,602632297,Male,49,10704005262,10406009696,
20201006504,Krishna,Carrot,Carrot1,6977991,Female,6,10603009045,11006007305,10503008928
10102002248,Yonten,Banana,Banana2,262950628,Male,43,10306002108,10811006809,
10504006498,Wangchuk Choden Tshewang,Hoentshoe,Hoentshoe4,796233790,Male,40,10702000998,10708004646,
10401007758,Pema,Garlic,Garlic1,236696312,Female,30,10908004465,10810003909,
10401008409,Dipak Nirajan Sita,Garlic,Garlic1,295310485,Female,1,10901005051,10811006785,
11006001525,Sita Komal,Potato,Potato6,790779946,Female,4,10306000500,10605009874,
10904001647,Prakash Komal Sunita,Peas,Peas4,231191390,Male,41,10802007511,10203001659,10807000971
10709004947,Yonten Sonam Tshering,Mustard,Mustard9,753041955,Male,10,10406005375,10806007007,
10701006807,Tshewang Kinley,Mustard,Mustard1,100604502,Female,14,10302000085,10808003068,
10706005620,Lhaki,Mustard,Mustard6,149827706,Female,20,10301008576,10401009115,
10709004967,Kinley Karma Dorji,Mustard,Mustard9,249817734,Female,19,,,10604007546
11001002414,Yonten Tashi,Potato,Potato1,602632297,Female,49,,,10708006311
10404002428,Gyeltshen,Garlic,Garlic4,298704996,Male,26,10803009787,10710001827,
10708008700,Yonten,Mustard,Mustard8,100604502,Male,14,10706000436,10902009924,
10709009042,Tshering,Mustard,Mustard9,31994523,Male,9,10304007405,11002009363,
10706007684,Yonten,Mustard,Mustard6,171432881,Male,23,10811001923,10406005039,10302003872
10804006931,Nirajan Komal Sabita,Pumpkin,Pumpkin4,298362082,Male,24,10807004923,10302002120,10709002417
11006006870,Wangchuk Pema,Potato,Potato6,26855092,Male,33,10802003862,10703008775,10706000744
10904003948,Sunita Manoj,Peas,Peas4,865241839,Male,12,10504009617,10904003981,
11001008721,Tshering Wangchuk,Potato,Potato1,768820204,Male,39,10405009375,10703004890,
10810007035,Yonten Choden Karma,Pumpkin,Pumpkin10,298362082,Male,24,10804006931,10709002417,
10303003027,Tshering Gyeltshen Yonten,Dumru,Dumru4,686579303,Female,44,10210006565,10803005188,
10707007749,Karma Tshering Yonten,Mustard,Mustard7,298362082,Female,24,10210003456,10102009626,
11001000802,Yonten Wangchuk,Potato,Potato1,110053353,Female,28,10603006102,10807005553,
10807000749,Wangchuk,Pumpkin,Pumpkin7,231191390,Male,41,,,10810006471
10904006669,Dorji Pema Deki,Peas,Peas4,361415646,Female,27,10811007619,10705008317,
10307007736,Kinley Deki,Dumru,Dumru1,957970516,Female,11,10501008882,10205006596,
10205006596,Wangchuk Pema,Carrot,Carrot4,957970516,Female,11,,,10501008882
10808000256,Tshewang,Pumpkin,Pumpkin8,796233790,Female,40,10604004543,10604001419,10802002079
10805005980,Binita Komal,Pumpkin,Pumpkin5,298362082,Female,24,10804006931,10709002417,
10202005061,Dipak Gita,Carrot,Carrot2,869119330,Female,46,10605006043,10803009055,
10801000653,Ram Krishna,Pumpkin,Pumpkin1,110053353,Female,28,11007009202,10908009669,
10504005147,Wangchuk Gyeltshen,Hoentshoe,Hoentshoe4,632719211,Male,50,,,10404006745
10605000832,Yonten Wangchuk,Ladyfinger,Ladyfinger5,869119330,Female,46,10902003389,10604009370,
10908008641,Tenzin Lhaki,Peas,Peas8,249817734,Female,19,10405006438,10103006035,
10203009571,Choden Lhaki,Carrot,Carrot3,795285932,Female,22,10601007999,10603004708,
10601001035,Komal Krishna,Ladyfinger,Ladyfinger1,796233790,Female,40,11003004135,10501009590,
10903003434,Tenzin Dorji Lhaki,Peas,Peas3,166944844,Male,42,,,10303008317
10302008234,Karma,Dumru,Dumru3,31994523,Male,9,10304007405,11002009363,
10706002736,Dorji Tashi,Mustard,Mustard6,482334538,Male,5,,,10407004512
10301000861,Pema Tshering Deki,Dumru,Dumru2,295310485,Female,1,,,10908006299
10702000722,Tshering Choden,Mustard,Mustard2,236696312,Female,30,10502001922,11004006439,
10711000402,Tenzin,Mustard,Mustard11,819795579,Male,17,10103005850,11004002060,
10701005502,Dorji,Mustard,Mustard1,365341213,Male,3,10701003531,10203001336,
10905002986,Wangchuk Dorji Choden,Peas,Peas5,119540831,Female,18,10810001624,11009003625,
10804005759,Tashi Tshering,Pumpkin,Pumpkin4,795285932,Male,22,11004002222,10402004922,10202000893
10705009727,Kinley,Mustard,Mustard5,365341213,Male,3,,,10707009461
10304008452,Tshewang Kinley Lhaki,Dumru,Dumru5,26855092,Male,33,,,10403005121
10606008645,Wangchuk Kinley,Ladyfinger,Ladyfinger6,365341213,Female,3,11002007912,10402000417,
10504007043,Tenzin,Hoentshoe,Hoentshoe4,26855092,Male,33,11006006870,10706000744,
10809009394,Pema,Pumpkin,Pumpkin9,298704996,Male,26,10707007417,10606002925,
10703006698,Tshewang Wangchuk Deki,Mustard,Mustard3,585126461,Female,37,10904002273,10901003833,
10807007937,Gyeltshen,Pumpkin,Pumpkin7,795285932,Female,22,10804005759,10202000893,
10301000744,Gyeltshen Lhaki Kinley,Dumru,Dumru2,482334538,Female,5,10804002248,10707006821,
10601002141,Wangchuk Yonten Gyeltshen,Ladyfinger,Ladyfinger1,795285932,Male,22,11006004728,11002003621,
10811008951,Dorji Lhaki Wangchuk,Pumpkin,Pumpkin11,796233790,Female,40,10103004193,10702002050,
10904008214,Tashi Gyeltshen Pema,Peas,Peas4,814763202,Female,34,10101005464,10301007369,10706006421
10810002703,Pema,Pumpkin,Pumpkin10,213500298,Male,13,10703002584,10505008375,
10403005121,Gita,Garlic,Garlic3,26855092,Female,33,10802003862,10703008775,10304008452
10203001612,Sonam,Carrot,Carrot3,149827706,Male,20,,,10405005962
10807002532,Dorji,Pumpkin,Pumpkin7,31994523,Male,9,10307008423,11004003120,11005007569
10807005793,Deki Choden,Pumpkin,Pumpkin7,542621108,Male,8,10505003811,10504004325,
10701000474,Sonam Gyeltshen,Mustard,Mustard1,790779946,Female,4,11003009157,10711001127,
11001000018,Tshewang Lhaki,Potato,Potato1,957970516,Female,11,10707004272,10404002250,
10406006151,Wangchuk Tenzin,Garlic,Garlic6,453778756,Female,36,10210005649,10104004478,
11003009777,Dorji Choden,Potato,Potato3,697808098,Female,45,10210005401,10708004414,
10808008619,Wangchuk,Pumpkin,Pumpkin8,753041955,Female,10,10403006525,10905002509,
10902005977,Bishnu,Peas,Peas2,31994523,Female,9,10205002332,10802004634,
10702002078,Choden,Mustard,Mustard2,365341213,Female,3,10504006723,10706007286,
10801006521,Tshering Sonam,Pumpkin,Pumpkin1,166944844,Female,42,,,10707006022
10907004843,Kinley Wangchuk Tshering,Peas,Peas7,542621108,Female,8,10505003811,10504004325,
10104005912,Tshewang Kinley Gyeltshen,Banana,Banana4,6977991,Male,6,20201006504,10503008928,
10805003568,Lhaki Wangchuk Tenzin,Pumpkin,Pumpkin5,28492780,Female,2,,,11006009376
10807000888,Deki,Pumpkin,Pumpkin7,453035110,Male,25,10803006498,11002006767,
10706000744,Tenzin,Mustard,Mustard6,26855092,Female,33,,,11006006870
10605007772,Yonten Wangchuk,Ladyfinger,Ladyfinger5,790779946,Female,4,10306000500,10605009874,
11006005327,Kinley Karma,Potato,Potato6,933404114,Male,7,,,10405008163
10707005658,Yonten Lhaki,Mustard,Mustard7,453035110,Male,25,,,10601004471
10301007988,Tshewang Tenzin,Dumru,Dumru2,749621470,Female,32,10102004285,10701002249,
10502005939,Sonam,Hoentshoe,Hoentshoe2,957970516,Male,11,10707004272,10404002250,
10210009749,Tenzin,Carrot,Carrot5,634036506,Male,16,10802001129,10808002880,
10601001858,Manoj Amit Komal,Ladyfinger,Ladyfinger1,634036506,Female,16,10806008584,10304006284,
10905009470,Krishna Sita,Peas,Peas5,295310485,Female,1,,,10202005772
11006000672,Amit Bishnu,Potato,Potato6,239670711,Female,29,10604001551,10203008700,10803003762
10405006062,Dorji Lhaki Choden,Garlic,Garlic5,31994523,Male,9,10807002532,11005007569,
10906005631,Pema Karma,Peas,Peas6,753041955,Female,10,,,10808007272
10809003314,Dorji,Pumpkin,Pumpkin9,602632297,Male,49,10601008366,10202005050,
10602001480,Choden,Ladyfinger,Ladyfinger2,239670711,Male,29,10307001344,10702007579,
10804005188,Tshewang Choden Yonten,Pumpkin,Pumpkin4,453778756,Female,36,10210005649,10104004478,
10903007136,Pema,Peas,Peas3,634036506,Male,16,10806008584,10304006284,
10704003302,Sabita,Mustard,Mustard4,6977991,Male,6,11005000998,10811004668,
10603007800,Karma Tshering,Ladyfinger,Ladyfinger3,749621470,Female,32,10102004285,10701002249,
10904008508,Nirajan Ram Binita,Peas,Peas4,262950628,Female,43,11004004605,10205003752,
10405005962,Kinley Tshering Sonam,Garlic,Garlic5,149827706,Female,20,10205009608,10802004155,10203001612
10908002469,Wangchuk Karma Pema,Peas,Peas8,119540831,Female,18,10902000130,10806004460,
10707006992,Amit Prakash,Mustard,Mustard7,814763202,Male,34,10101005464,10301007369,11006002146
10301008609,Lhaki,Dumru,Dumru2,585126461,Male,37,10703004632,10301007022,
10104001503,Ramesh Prakash,Banana,Banana4,726600539,Female,35,,,10301004649
10604004543,Tenzin,Ladyfinger,Ladyfinger4,796233790,Male,40,,,10604001419
10606005238,Kinley Choden,Ladyfinger,Ladyfinger6,585582861,Female,21,,,10603001684
10401007826,Gita Bishnu,Garlic,Garlic1,298362082,Female,24,10804006931,10709002417,
10712007434,Choden Wangchuk,Mustard,Mustard12,957970516,Female,11,10501008882,10205006596,
11009006547,Prakash Binita,Potato,Potato9,249817734,Male,19,10405006438,10103006035,
10601005669,Choden Lhaki,Ladyfinger,Ladyfinger1,119540831,Male,18,10902000130,10806004460,
10602009946,Sonam Wangchuk,Ladyfinger,Ladyfinger2,646412689,Male,31,10202004313,10901002909,
10711000100,Choden,Mustard,Mustard11,31994523,Female,9,10205002332,10802004634,
10706002112,Wangchuk Tshewang,Mustard,Mustard6,957970516,Male,11,10801000908,10403009225,
10603007803,Deki Wangchuk,Ladyfinger,Ladyfinger3,646412689,Male,31,,,10903008920
10210006565,Tshewang Gyeltshen Deki,Carrot,Carrot5,686579303,Male,44,11006002587,10606007311,10803005188
11002009363,Pema Karma,Potato,Potato2,31994523,Female,9,,,10304007405
10304000430,Tenzin,Dumru,Dumru5,632719211,Male,50,,,10803007405
10301002267,Tashi Karma,Dumru,Dumru2,753041955,Female,10,10102001010,10811003839,
10710009732,Pema Lhaki,Mustard,Mustard10,166944844,Female,42,10301007133,10702001524,
10803005188,Choden Sonam,Pumpkin,Pumpkin3,686579303,Female,44,,,10210006565
10606003435,Kinley Tashi,Ladyfinger,Ladyfinger6,749621470,Female,32,10705008666,10804007702,
10708006311,Pema,Mustard,Mustard8,602632297,Male,49,10407007292,10709006745,11001002414
10802007177,Gyeltshen,Pumpkin,Pumpkin2,236696312,Female,30,10502001922,11004006439,
10302006224,Karma Deki,Dumru,Dumru3,753041955,Male,10,10102001010,10811003839,
10205002589,Tshewang Wangchuk Lhaki,Carrot,Carrot4,119540831,Female,18,10809002719,11007004890,
11006004582,Yonten Tashi,Potato,Potato6,213500298,Male,13,10402000742,10101007406,
10406000725,Bishnu Ram,Garlic,Garlic6,231191390,Male,41,,,10805005443
10707002750,Sonam Tenzin,Mustard,Mustard7,119540831,Female,18,10809002719,11007004890,
10801000908,Gyeltshen Lhaki Karma,Pumpkin,Pumpkin1,957970516,Male,11,10301009263,10405007433,10403009225
10907006322,Ram Komal Manoj,Peas,Peas7,239670711,Male,29,11009005155,10701003827,
10806005930,Wangchuk Karma,Pumpkin,Pumpkin6,110053353,Male,28,11007009202,10908009669,10707003110
10809006176,Ram Manoj Amit,Pumpkin,Pumpkin9,34126396,Female,48,10503008824,10405001228,10907007635
10502005267,Dorji Pema,Hoentshoe,Hoentshoe2,298704996,Male,26,10803009787,10710001827,10404005461
10705004700,Tashi Deki,Mustard,Mustard5,31994523,Female,9,10205002332,10802004634,10210005649
10401004237,Lhaki,Garlic,Garlic1,697808098,Female,45,10504005617,10809006168,10907006204
10306000782,Pema,Dumru,Dumru7,213500298,Female,13,10305009238,10403004339,10306008780
10811001259,Tshewang,Pumpkin,Pumpkin11,632719211,Female,50,10803007405,10304000430,11006000440
10203001771,Tshewang Wangchuk,Carrot,Carrot3,298704996,Female,26,10707007417,10606002925,10906008633
10602008767,Pema,Ladyfinger,Ladyfinger2,686579303,Female,44,10210006565,10803005188,10606002735
10101005780,Lhaki Choden,Banana,Banana1,796233790,Male,40,11003004135,10501009590,10603005682
11007002733,Choden Tshering Tashi,Potato,Potato7,119540831,Male,18,10902000130,10806004460,10603005682
11001000328,Lhaki,Potato,Potato1,482334538,Male,5,,,10401002911
10810002878,Karma Wangchuk Lhaki,Pumpkin,Pumpkin10,933404114,Male,7,10811006230,10302005236,10304005489
10406009146,Sonam,Garlic,Garlic6,166944844,Male,42,10202007144,10709005260,10210009459
10102009048,Gyeltshen Tshering Dorji,Banana,Banana2,585126461,Female,37,10706006523,10102004888,10807006708
10902004183,Tshering Tashi,Peas,Peas2,865241839,Female,12,10301001791,10905007736,10203009730
10808004067,Wangchuk,Pumpkin,Pumpkin8,6977991,Female,6,,,10810004521
10503006965,Tshering Karma,Hoentshoe,Hoentshoe3,361415646,Female,27,10707004566,10804002458,10805009608
10808000496,Yonten Sonam,Pumpkin,Pumpkin8,482334538,Male,5,10804002248,10707006821,10803001404
10804007432,Tenzin Wangchuk,Pumpkin,Pumpkin4,365341213,Female,3,,,11001009421
10304002692,Yonten,Dumru,Dumru5,542621108,Female,8,10606001715,10302004583,10907002390
11009004728,Tashi Yonten,Potato,Potato9,26855092,Male,33,10802003862,10703008775,10908003629
10203004398,Manoj Amit Sita,Carrot,Carrot3,361415646,Male,27,10705007259,10501006078,10803000634
10712007126,Sonam Dorji,Mustard,Mustard12,768820204,Female,39,11006007714,10801007066,11001005372
10104002159,Sabita,Banana,Banana4,726600539,Female,35,,,11009006566
10807004923,Gyeltshen Dorji,Pumpkin,Pumpkin7,298362082,Male,24,,,10302002120
10401004945,Choden Tshering Sonam,Garlic,Garlic1,236696312,Female,30,,,10405006065
20201006049,Kinley Yonten,Carrot,Carrot1,262950628,Male,43,,,10305003949
10404000149,Yonten,Garlic,Garlic4,632719211,Female,50,10606006275,10810005663,10708004794
10811004773,Krishna Ramesh Binita,Pumpkin,Pumpkin11,686579303,Female,44,10210006565,10803005188,10606006275
10704007598,Prakash Dipak Nirajan,Mustard,Mustard4,726600539,Male,35,10807005411,10406006658,10902001195
10807000971,Tshering Sonam Yonten,Pumpkin,Pumpkin7,231191390,Female,41,,,10904001647
10202003792,Wangchuk,Carrot,Carrot2,768820204,Male,39,11006007714,10801007066,10711000436
11003002439,Gyeltshen Yonten,Potato,Potato3,790779946,Male,4,11003009157,10711001127,10205006041
10103002035,Krishna Nirajan,Banana,Banana3,236696312,Male,30,10908004465,10810003909,10404003214
10902001195,Deki,Peas,Peas2,585582861,Female,21,10603001684,10606005238,10306008780
11004003120,Tashi,Potato,Potato4,31994523,Female,9,,,10307008423
10706003836,Pema Choden Wangchuk,Mustard,Mustard6,298362082,Female,24,10804006931,10709002417,10405006065
10210008756,Tenzin Gyeltshen Karma,Carrot,Carrot5,46654552,Female,2,10303004239,10905005416,10901000616
10205009214,Pema,Carrot,Carrot4,298704996,Female,26,10803009787,10710001827,10604007546
10601001773,Karma,Ladyfinger,Ladyfinger1,453778756,Male,36,10804009200,10102005629,11005006349
10101004634,Tshewang Dorji Tenzin,Banana,Banana1,119540831,Male,18,10902000130,10806004460,10502006026
10102007508,Pema Gyeltshen Lhaki,Banana,Banana2,869119330,Male,46,10802003618,10709002002,10901004374
10203004609,Sonam Lhaki,Carrot,Carrot3,790779946,Female,4,11003009157,10711001127,10801001279
10707002954,Deki,Mustard,Mustard7,749621470,Female,32,,,10403007586
10712009417,Pema Yonten Tshewang,Mustard,Mustard12,93349856,Male,15,10905000507,11005006010,10307007406
10710008311,Tashi,Mustard,Mustard10,231191390,Female,41,11001001864,10405004984,10908009154
10406004906,Nirajan Sita,Garlic,Garlic6,100604502,Female,14,10502005724,11003003524,10908009863
10708009966,Kinley Yonten,Mustard,Mustard8,453035110,Female,25,10902009256,10802001376,10808000496
10501003509,Deki Sonam Lhaki,Hoentshoe,Hoentshoe1,634036506,Male,16,10303008280,10604003700,10712004379
10606003453,Sita,Ladyfinger,Ladyfinger6,795285932,Male,22,11006004728,11002003621,10702007385
10811009016,Ram,Pumpkin,Pumpkin11,482334538,Female,5,10210008866,10602005912,10803005140
10902009924,Lhaki Karma Tshewang,Peas,Peas2,100604502,Female,14,,,10706000436
10704000613,Deki,Mustard,Mustard4,482334538,Male,5,10210008866,10602005912,10505003066
10305000409,Nirajan,Dumru,Dumru6,361415646,Female,27,10811007619,10705008317,10403004000
20201009552,Tshewang Pema Wangchuk,Carrot,Carrot1,171432881,Female,23,10606003706,11004000916,10402006862
10810002141,Tshering Wangchuk,Pumpkin,Pumpkin10,110053353,Male,28,10701005280,10905001869,10307000964
10405001075,Nirajan Bishnu,Garlic,Garlic5,93349856,Female,15,11009009999,10601005456,10402009417
10306008780,Sabita,Dumru,Dumru7,298362082,Male,24,10210003456,10102009626,10805009131
10603001684,Lhaki,Ladyfinger,Ladyfinger3,585582861,Male,21,10202008980,20201004026,10606005238
11006002426,Choden Lhaki,Potato,Potato6,957970516,Female,11,10707004272,10404002250,10402000417
10708007618,Kinley Yonten,Mustard,Mustard8,869119330,Male,46,10802003618,10709002002,10102009048
10505002248,Karma Tashi Lhaki,Hoentshoe,Hoentshoe5,365341213,Male,3,10707009461,10705009727,10807000715
10703005262,Manoj,Mustard,Mustard3,110053353,Female,28,10202001343,10712004379,10605001350
10301008835,Choden Yonten,Dumru,Dumru2,149827706,Male,20,10301008576,10401009115,10705000110
10901004374,Lhaki Tenzin,Peas,Peas1,933404114,Female,7,11006005327,10405008163,10404003366
10601004876,Binita Krishna,Ladyfinger,Ladyfinger1,236696312,Female,30,10301003044,10712000992,10104005111
10303005514,Gita Komal Bishnu,Dumru,Dumru4,646412689,Female,31,,,10602001104
10907005055,Pema Kinley Tenzin,Peas,Peas7,957970516,Male,11,10707004272,10404002250,10806003986
10702005327,Ram Sita,Mustard,Mustard2,119540831,Male,18,10810001624,11009003625,10809003006
11004002455,Sonam,Potato,Potato4,686579303,Female,44,11006002587,10606007311,10601000326
10810006471,Komal,Pumpkin,Pumpkin10,231191390,Female,41,10802007511,10203001659,10807000749
11005006349,Lhaki Choden,Potato,Potato5,634036506,Female,16,10802001129,10808002880,10805005347
11003005134,Tashi,Potato,Potato3,753041955,Male,10,10406005375,10806007007,10902000130
10811004201,Gyeltshen,Pumpkin,Pumpkin11,249817734,Male,19,10806000838,10605003777,10210000225
10902007996,Gyeltshen,Peas,Peas2,796233790,Female,40,10808000256,10802002079,11003006751
10307004846,Dorji Karma,Dumru,Dumru1,933404114,Male,7,10811006230,10302005236,10401004494
10703003396,Wangchuk Tenzin,Mustard,Mustard3,453035110,Male,25,10205001936,10502006026,20201002068
10603005682,Kinley Karma Tashi,Ladyfinger,Ladyfinger3,213500298,Female,13,,,10605007484
10304002693,Sonam Choden,Dumru,Dumru5,697808098,Male,45,10404007205,10203001600,10306009272
10301007369,Ramesh Sunita Sita,Dumru,Dumru2,814763202,Female,34,,,10101005464
10905007736,Deki Kinley,Peas,Peas5,865241839,Female,12,,,10301001791
10807006708,Kinley Dorji,Pumpkin,Pumpkin7,585126461,Male,37,,,10102009048
10906001489,Gyeltshen Tshering Wangchuk,Peas,Peas6,231191390,Female,41,10805005443,10406000725,10104005224
10403007586,Wangchuk Tshering,Garlic,Garlic3,749621470,Male,32,11009001838,10706004285,10707002954
11009008565,Karma Tenzin Kinley,Potato,Potato9,865241839,Female,12,10301001791,10905007736,11005002167
10702003088,Tenzin Tshewang,Mustard,Mustard2,453778756,Male,36,10707005878,10205002262,10101001298
11004002222,Tshering Choden Tashi,Potato,Potato4,795285932,Male,22,,,10402004922
10711003673,Dipak Binita,Mustard,Mustard11,865241839,Male,12,10504009617,10904003981,10807002529
10903001669,Amit,Peas,Peas3,295310485,Female,1,10908006299,10301000861,10907005055
11003002579,Tshering Dorji,Potato,Potato3,768820204,Female,39,10405009375,10703004890,11004007779
10908007668,Dipak,Peas,Peas8,298704996,Female,26,,,10305008189
10601003814,Karma Gyeltshen,Ladyfinger,Ladyfinger1,726600539,Male,35,10801002153,10804009115,10407003289
10707000950,Choden,Mustard,Mustard7,298362082,Female,24,,,10101008719
10908006853,Prakash,Peas,Peas8,749621470,Male,32,10705008666,10804007702,10706004825
10809001435,Yonten,Pumpkin,Pumpkin9,602632297,Male,49,10407007292,10709006745,10306004833
10304002219,Sonam,Dumru,Dumru5,110053353,Male,28,10701005280,10905001869,10403009225
10603003376,Karma Tenzin,Ladyfinger,Ladyfinger3,482334538,Male,5,10809003006,10301002626,10808006211
11007001739,Sonam Deki,Potato,Potato7,365341213,Male,3,10504006723,10706007286,10102006882
11003005535,Tshering Dorji,Potato,Potato3,819795579,Female,17,10808001557,10701009244,10908006853
10712000992,Lhaki,Mustard,Mustard12,236696312,Female,30,,,10301003044
10801008796,Gita,Pumpkin,Pumpkin1,31994523,Male,9,10205002332,10802004634,10708003881
10102009626,Ram,Banana,Banana2,298362082,Female,24,,,10210003456
10702003430,Deki Tenzin Wangchuk,Mustard,Mustard2,646412689,Male,31,10705008740,11005002830,10406002293
20201005517,Pema Lhaki Tshewang,Carrot,Carrot1,632719211,Female,50,10710004581,10104009977,10402007822
